recommender,alpha,betaMAP
IALS_SLIM_RP3beta_ItemKNNCF,0.4360714084776859,0.5832353558868777,0.004771396998104908
IALS_SLIM_RP3beta_ItemKNNCF,0.9213225657471917,0.4782348804147919,0.005152591082194641
IALS_SLIM_RP3beta_ItemKNNCF,0.7623579647856941,0.03512995860545639,0.005225719723101076
IALS_SLIM_RP3beta_ItemKNNCF,0.6664246828815846,0.7470577591588691,0.004887132839288206
IALS_SLIM_RP3beta_ItemKNNCF,0.763293113957607,0.00585069688568626,0.005230704430177614
IALS_SLIM_RP3beta_ItemKNNCF,0.8388954056307616,0.1073270584266102,0.005209967167591548
IALS_SLIM_RP3beta_ItemKNNCF,0.7436043626847544,0.027904704961177668,0.005232819361945483
IALS_SLIM_RP3beta_ItemKNNCF,0.6797466178906943,0.21474191380747185,0.0051709274025444054
IALS_SLIM_RP3beta_ItemKNNCF,0.7344214454610899,0.047035978749361544,0.0052250563836441595
IALS_SLIM_RP3beta_ItemKNNCF,0.07571888264126869,0.1696962649298844,0.004456419239216666
IALS_SLIM_RP3beta_ItemKNNCF,0.8237554486245171,0.09371792304717316,0.00521846846559535
IALS_SLIM_RP3beta_ItemKNNCF,0.3565739768007232,0.13110832435176784,0.005166680860515392
IALS_SLIM_RP3beta_ItemKNNCF,0.5090270964192185,0.9967557282845592,0.004550122187042181
IALS_SLIM_RP3beta_ItemKNNCF,0.616870013588859,0.03331972079127556,0.005225653792933625
IALS_SLIM_RP3beta_ItemKNNCF,0.7683868711247166,0.014753611877929552,0.00523325798027439
IALS_SLIM_RP3beta_ItemKNNCF,0.8717129995406643,0.07767381948372541,0.005218685235761432
IALS_SLIM_RP3beta_ItemKNNCF,0.9441713612316041,0.032272070784339066,0.005231891657846007
IALS_SLIM_RP3beta_ItemKNNCF,0.7426128377963204,0.001137774114589575,0.00523088574176915
IALS_SLIM_RP3beta_ItemKNNCF,0.659942850045624,0.19393746000754344,0.005171162032984111
IALS_SLIM_RP3beta_ItemKNNCF,0.7885945870943011,0.11377776828614082,0.005213005318570114
IALS_SLIM_RP3beta_ItemKNNCF,0.5550766504210932,0.0681402323095594,0.0052151014800078084
IALS_SLIM_RP3beta_ItemKNNCF,0.8670413278806575,0.24952658420719082,0.00517593987421963
IALS_SLIM_RP3beta_ItemKNNCF,0.6880168860148848,0.14617783398160575,0.005203021085001778
IALS_SLIM_RP3beta_ItemKNNCF,0.7381861019330156,0.03239700446618499,0.005227778584879148
IALS_SLIM_RP3beta_ItemKNNCF,0.7735199954524681,0.08696624499460351,0.005218247998355528
IALS_SLIM_RP3beta_ItemKNNCF,0.8207009009982292,0.004507950097096072,0.005230508332913828
IALS_SLIM_RP3beta_ItemKNNCF,0.6255758471143017,0.05427963559307536,0.005217967778408764
IALS_SLIM_RP3beta_ItemKNNCF,0.7173023626257213,0.12303657536694582,0.005196407246402274
IALS_SLIM_RP3beta_ItemKNNCF,0.760801721528472,0.02501969855896529,0.005231888357838523
IALS_SLIM_RP3beta_ItemKNNCF,0.803075629413388,0.06518933588457215,0.005222671901508461
IALS_SLIM_RP3beta_ItemKNNCF,0.6503769143751452,0.1013391818622288,0.005206464998933649
IALS_SLIM_RP3beta_ItemKNNCF,0.8440934913281222,0.18177530509034365,0.005200503732266709
IALS_SLIM_RP3beta_ItemKNNCF,0.6873335469830436,0.2865752057165626,0.005157154852844401
IALS_SLIM_RP3beta_ItemKNNCF,0.5427299820100503,0.4262712913784136,0.0050220249546240915
IALS_SLIM_RP3beta_ItemKNNCF,0.902406420429375,0.0016591576262939417,0.005231461034652963
IALS_SLIM_RP3beta_ItemKNNCF,0.9478728780270649,0.05655602153386366,0.005219163595094765
IALS_SLIM_RP3beta_ItemKNNCF,0.4651168283226753,0.02544464717048555,0.00522483308406851
IALS_SLIM_RP3beta_ItemKNNCF,0.9945422023562849,0.0006351214040201179,0.005230328643402694
IALS_SLIM_RP3beta_ItemKNNCF,0.5906536389954425,0.08011786883937226,0.005209422752078315
IALS_SLIM_RP3beta_ItemKNNCF,0.8878622861318096,0.14770914141913333,0.005199612346691953
IALS_SLIM_RP3beta_ItemKNNCF,0.7271264765504913,0.8298440975652743,0.004874525213569908
IALS_SLIM_RP3beta_ItemKNNCF,0.21216629143689453,0.05189985424259495,0.005193756008458652
IALS_SLIM_RP3beta_ItemKNNCF,0.7870296238624632,0.10270601136709422,0.005211528344166216
IALS_SLIM_RP3beta_ItemKNNCF,0.9565366594852749,0.655389580239416,0.0050666453587991135
IALS_SLIM_RP3beta_ItemKNNCF,0.9215559353506138,0.02391730493548308,0.005235219101302355
IALS_SLIM_RP3beta_ItemKNNCF,0.9180143463221366,0.024897705953534105,0.005233701905286773
IALS_SLIM_RP3beta_ItemKNNCF,0.851819900612801,0.03524071380225269,0.005231240383155732
IALS_SLIM_RP3beta_ItemKNNCF,0.9295892704769437,0.025599028905646855,0.005233247295492373
IALS_SLIM_RP3beta_ItemKNNCF,0.9479698170609886,0.5425671898454894,0.005122625395139524
IALS_SLIM_RP3beta_ItemKNNCF,0.9171981699849232,0.02492196424306689,0.005233736447028395
IALS_SLIM_RP3beta_ItemKNNCF,0.9783227197773666,0.07760338231272935,0.00522419190709401
IALS_SLIM_RP3beta_ItemKNNCF,0.9185810791192702,0.12812822153543668,0.005214038850356553
IALS_SLIM_RP3beta_ItemKNNCF,0.9269866086028553,0.021319354200072645,0.00523309742825517
IALS_SLIM_RP3beta_ItemKNNCF,0.9254824569029274,0.056093093849629246,0.005221362058551085
IALS_SLIM_RP3beta_ItemKNNCF,0.8834785397090866,0.024140642864412025,0.005233302782502097
IALS_SLIM_RP3beta_ItemKNNCF,0.8776488336580464,0.024022649668921148,0.005233385386852043
IALS_SLIM_RP3beta_ItemKNNCF,0.887286418395274,0.04798662691048243,0.005225594956044778
IALS_SLIM_RP3beta_ItemKNNCF,0.9721979658763633,0.09058281584805061,0.005220215587848851
IALS_SLIM_RP3beta_ItemKNNCF,0.8827503281842559,0.018289306292697184,0.005233104509199807
IALS_SLIM_RP3beta_ItemKNNCF,0.8304787586915867,0.1124197025195765,0.005209862350659057
IALS_SLIM_RP3beta_ItemKNNCF,0.9695846228522191,0.07677106931950292,0.005223948510419861
IALS_SLIM_RP3beta_ItemKNNCF,0.8613686678613928,0.043409645778005504,0.005227827551632397
IALS_SLIM_RP3beta_ItemKNNCF,0.9976957265164674,0.018467274887953303,0.005232871858963894
IALS_SLIM_RP3beta_ItemKNNCF,0.9108985876189287,0.06266646136385792,0.005224661265387267
IALS_SLIM_RP3beta_ItemKNNCF,0.8780605257479895,0.02256869294119697,0.005235277938191202
IALS_SLIM_RP3beta_ItemKNNCF,0.9366994411055024,0.019393832194819757,0.005233104509199807
IALS_SLIM_RP3beta_ItemKNNCF,0.8078882085396604,0.04203885493045521,0.005225708293225123
IALS_SLIM_RP3beta_ItemKNNCF,0.8958823504572392,0.089358109293904,0.0052198929934117065
IALS_SLIM_RP3beta_ItemKNNCF,0.8694360157476742,0.0011591519277807574,0.0052303268371191106
IALS_SLIM_RP3beta_ItemKNNCF,0.8311994511543749,0.06410438286866225,0.005224817095064213
IALS_SLIM_RP3beta_ItemKNNCF,0.851525494020888,0.1150496715245064,0.005209793420705826
IALS_SLIM_RP3beta_ItemKNNCF,0.9086895619886144,0.02179503012930395,0.005233051691202366
IALS_SLIM_RP3beta_ItemKNNCF,0.9652669668349179,0.3474546344722853,0.005172100187448135
IALS_SLIM_RP3beta_ItemKNNCF,0.7799142752924925,0.14813817685455352,0.005201941186023993
IALS_SLIM_RP3beta_ItemKNNCF,0.8752932796944788,0.042004904325480596,0.005227214587116311
IALS_SLIM_RP3beta_ItemKNNCF,0.9396044385865927,0.01644762550795608,0.005233189895653251
IALS_SLIM_RP3beta_ItemKNNCF,0.9278928934808615,0.06747868493388065,0.005220922263017337
IALS_SLIM_RP3beta_ItemKNNCF,0.9435691849681045,0.02041763890838037,0.0052321485613314915
IALS_SLIM_RP3beta_ItemKNNCF,0.6999976890686981,0.09914052291558233,0.005212952959237773
IALS_SLIM_RP3beta_ItemKNNCF,0.7567479764564439,0.041307108862697464,0.0052249597080432225
IALS_SLIM_RP3beta_ItemKNNCF,0.9006370144366771,0.01400071520155547,0.005235202965225532
IALS_SLIM_RP3beta_ItemKNNCF,0.8405103687998096,0.0023184015938221515,0.0052319494831516225
IALS_SLIM_RP3beta_ItemKNNCF,0.9014637905235477,0.07389721515484515,0.005222101221183377
IALS_SLIM_RP3beta_ItemKNNCF,0.8149853848433243,0.044661123182476226,0.0052248333167740696
IALS_SLIM_RP3beta_ItemKNNCF,0.8847179571768665,0.015674791237699832,0.00523147180027311
IALS_SLIM_RP3beta_ItemKNNCF,0.9821656101251977,0.027846290254448323,0.005232728208284208
IALS_SLIM_RP3beta_ItemKNNCF,0.9376130784656314,0.000512202068490817,0.00523026964029559
IALS_SLIM_RP3beta_ItemKNNCF,0.9110146255807693,0.05680451837528839,0.005224333865610169
IALS_SLIM_RP3beta_ItemKNNCF,0.8614616498959194,0.03324173196693716,0.005231846350377735
IALS_SLIM_RP3beta_ItemKNNCF,0.9574521979308988,0.08951813975067698,0.00522005137309559
IALS_SLIM_RP3beta_ItemKNNCF,0.666854555533136,0.06250827743183278,0.005220078907878904
IALS_SLIM_RP3beta_ItemKNNCF,0.6379975903054699,0.018119237908910898,0.005232559730347734
IALS_SLIM_RP3beta_ItemKNNCF,0.8843627846118466,0.00017743982896530324,0.005230536265041077
IALS_SLIM_RP3beta_ItemKNNCF,0.7952423056058939,0.1324294584835817,0.005199661314804507
IALS_SLIM_RP3beta_ItemKNNCF,0.8889389470084763,0.03501073820251023,0.005232921107890808
IALS_SLIM_RP3beta_ItemKNNCF,0.9315637711034973,0.018833418010504227,0.005233226465503411
IALS_SLIM_RP3beta_ItemKNNCF,0.9337702719059247,0.05327801159375689,0.0052221361415545646
IALS_SLIM_RP3beta_ItemKNNCF,0.9143272912960011,0.08076400070098758,0.0052179138313441275
IALS_SLIM_RP3beta_ItemKNNCF,0.9586195185465671,0.03612888442945849,0.00523220673766922
IALS_SLIM_RP3beta_ItemKNNCF,0.9996057022748719,0.06185451329331599,0.005222628479427206
IALS_SLIM_RP3beta_ItemKNNCF,0.8409885939468995,0.019712147059206448,0.005233544204203619
IALS_SLIM_RP3beta_ItemKNNCF,0.8493730261675724,0.0932544729078656,0.005220296425254835
IALS_SLIM_RP3beta_ItemKNNCF,0.8240343756743329,0.043234270273803256,0.005224725879187345
IALS_SLIM_RP3beta_ItemKNNCF,0.8703148445524596,0.01683092074013215,0.005233168395267967
IALS_SLIM_RP3beta_ItemKNNCF,0.9005661694797278,0.0008442285605573703,0.005229502408944993
IALS_SLIM_RP3beta_ItemKNNCF,0.9240937846352132,0.022869655474233898,0.0052341298069385625
IALS_SLIM_RP3beta_ItemKNNCF,0.9220348516417722,0.029195859246245834,0.005232351807474368
IALS_SLIM_RP3beta_ItemKNNCF,0.7248627727822881,0.06957854863171131,0.005217711304862887
IALS_SLIM_RP3beta_ItemKNNCF,0.7526023674277122,0.05140577396400603,0.005224603063999449
IALS_SLIM_RP3beta_ItemKNNCF,0.40131034303547664,0.018831507596167207,0.005226413176247289
IALS_SLIM_RP3beta_ItemKNNCF,0.8528985064733531,0.10933077301945318,0.0052101873710935056
IALS_SLIM_RP3beta_ItemKNNCF,0.8990969584344435,0.03688077478610246,0.0052315857506805155
IALS_SLIM_RP3beta_ItemKNNCF,0.014811438869562599,0.07626163905084134,0.0039336490814295124
IALS_SLIM_RP3beta_ItemKNNCF,0.9697142744842782,0.9014012261091742,0.004964471468021338
IALS_SLIM_RP3beta_ItemKNNCF,0.9387090657519372,0.017745980871879168,0.005233035862654323
IALS_SLIM_RP3beta_ItemKNNCF,0.9246314827514988,0.014216733031242287,0.00523532546228414
IALS_SLIM_RP3beta_ItemKNNCF,0.8668254169567156,0.05095064603517346,0.005219663192830632
IALS_SLIM_RP3beta_ItemKNNCF,0.9176232355841065,0.034705171775602,0.005230922630912526
IALS_SLIM_RP3beta_ItemKNNCF,0.8801469670546868,0.0024569183297863152,0.005232198183691303
IALS_SLIM_RP3beta_ItemKNNCF,0.7018210740036062,0.001055159571780647,0.0052299483571110065
IALS_SLIM_RP3beta_ItemKNNCF,0.8417999443178101,0.05610277307024039,0.005226385031048241
IALS_SLIM_RP3beta_ItemKNNCF,0.7742766429412044,0.027054977960731766,0.0052326270569493264
IALS_SLIM_RP3beta_ItemKNNCF,0.9045274414327704,0.0773113147367209,0.005220960054554107
IALS_SLIM_RP3beta_ItemKNNCF,0.9557752827502669,0.043483537381070775,0.005226226520043523
IALS_SLIM_RP3beta_ItemKNNCF,0.9298713937740779,0.01794329502093254,0.005233292301792884
IALS_SLIM_RP3beta_ItemKNNCF,0.9247816696851263,0.017977818684098923,0.005233395577959411
IALS_SLIM_RP3beta_ItemKNNCF,0.8942369419924757,0.025291235982744714,0.005232811108464103
IALS_SLIM_RP3beta_ItemKNNCF,0.9793841862449363,0.05611428084493325,0.0052218585499936515
IALS_SLIM_RP3beta_ItemKNNCF,0.9152625676911811,0.015725867581081538,0.005234106906367445
IALS_SLIM_RP3beta_ItemKNNCF,0.8838614788364691,0.002810030433482314,0.00523213789821203
IALS_SLIM_RP3beta_ItemKNNCF,0.8074122762188564,0.04132537576760313,0.005225230085063211
IALS_SLIM_RP3beta_ItemKNNCF,0.9143481956503947,0.06473430359217598,0.005223250261494596
IALS_SLIM_RP3beta_ItemKNNCF,0.8693409171890832,0.0004405058485802832,0.005230253146022251
IALS_SLIM_RP3beta_ItemKNNCF,0.2657827722272516,0.021580060877018577,0.005222671901508461
IALS_SLIM_RP3beta_ItemKNNCF,0.9485343900952933,0.03669656910139415,0.005231784442809234
IALS_SLIM_RP3beta_ItemKNNCF,0.9194510437938784,0.022420635352514633,0.005234421270634334
IALS_SLIM_RP3beta_ItemKNNCF,0.9180104863094272,0.04975663333182888,0.005225594956044778
IALS_SLIM_RP3beta_ItemKNNCF,0.9017408401253513,0.4426898318049902,0.005150551508612179
IALS_SLIM_RP3beta_ItemKNNCF,0.9546070278488327,0.7195721798994054,0.005039371908529892
IALS_SLIM_RP3beta_ItemKNNCF,0.9278481212607734,0.01595673722700742,0.005234106906367445
IALS_SLIM_RP3beta_ItemKNNCF,0.9305993283799321,0.017403567981377144,0.005233026153466831
IALS_SLIM_RP3beta_ItemKNNCF,0.9791310992390638,0.0878767733003753,0.005218702943915628
IALS_SLIM_RP3beta_ItemKNNCF,0.8922902124275731,0.03493121409403435,0.005233037590014325
IALS_SLIM_RP3beta_ItemKNNCF,0.9474132778292061,0.0643716313634935,0.0052239183479724435
IALS_SLIM_RP3beta_ItemKNNCF,0.9133751074778311,0.002329605492918902,0.005231668638359869
IALS_SLIM_RP3beta_ItemKNNCF,0.8738577893193439,0.020627578293793584,0.005233626575848004
IALS_SLIM_RP3beta_ItemKNNCF,0.8777698613254284,0.020331971733800108,0.005233014528075276
IALS_SLIM_RP3beta_ItemKNNCF,0.8437471373058627,0.028113065644047378,0.005231953606975234
IALS_SLIM_RP3beta_ItemKNNCF,0.9237916724514699,0.5150766746950981,0.005132103983824632
IALS_SLIM_RP3beta_ItemKNNCF,0.8634080762213198,0.04578543642339965,0.005225128051512311
IALS_SLIM_RP3beta_ItemKNNCF,0.9013942005400036,0.0006086914876701835,0.005229914142503227
IALS_SLIM_RP3beta_ItemKNNCF,0.9637701710820591,0.06998597967099078,0.005220639934527709
IALS_SLIM_RP3beta_ItemKNNCF,0.6047499430644134,0.03765269454981084,0.0052233390634514485
IALS_SLIM_RP3beta_ItemKNNCF,0.9355692180000164,0.015361357185491295,0.0052351029103841215
IALS_SLIM_RP3beta_ItemKNNCF,0.9279936872990995,0.014188517378101704,0.005235765517418067
IALS_SLIM_RP3beta_ItemKNNCF,0.8859675187362291,0.01952276148023309,0.005232258358628478
IALS_SLIM_RP3beta_ItemKNNCF,0.9491326472223306,0.0467604539395554,0.00522720511094443
IALS_SLIM_RP3beta_ItemKNNCF,0.9095751898833998,0.019273975828714814,0.005233111417860501
IALS_SLIM_RP3beta_ItemKNNCF,0.9333335701461364,0.0018461867999989574,0.005231343028438755
IALS_SLIM_RP3beta_ItemKNNCF,0.8723842674252258,0.05193286649786014,0.005219091932644817
IALS_SLIM_RP3beta_ItemKNNCF,0.5322023503901651,0.03127144143418678,0.005219663192830632
IALS_SLIM_RP3beta_ItemKNNCF,0.8919013044895905,0.0653396065624432,0.005220474986664787
IALS_SLIM_RP3beta_ItemKNNCF,0.9232800676263392,0.039186762253261884,0.005230077497971706
IALS_SLIM_RP3beta_ItemKNNCF,0.855953611338128,0.00030215612860472196,0.005230501846561933
IALS_SLIM_RP3beta_ItemKNNCF,0.48188261293094725,0.018922249436451176,0.005232748918534438
IALS_SLIM_RP3beta_ItemKNNCF,0.9358872928128461,0.019148457848977993,0.005233351624132964
IALS_SLIM_RP3beta_ItemKNNCF,0.9432783327497063,0.032423686832955226,0.0052325944397088285
