recommender,factors,alpha,regularization,iterations,MAP
ImplicitALSRecommender,612,63,0.001974602604266344,40,0.030142256270051525
ImplicitALSRecommender,423,31,0.007053648045086066,11,0.02561737113991776
ImplicitALSRecommender,521,9,0.009255515812013034,18,0.03387933554908232
ImplicitALSRecommender,435,94,0.0028909411249899604,40,0.025841006806632306
ImplicitALSRecommender,226,49,0.0030438457674593924,12,0.01999771189200129
ImplicitALSRecommender,160,40,0.009916560011100176,72,0.02190545860431274
ImplicitALSRecommender,368,58,0.0012697828492909309,13,0.021320243204368063
ImplicitALSRecommender,645,35,0.008873627329776004,32,0.031018982984885785
ImplicitALSRecommender,190,10,0.004313834972542911,62,0.03044395406574299
ImplicitALSRecommender,548,21,0.007256450286633096,81,0.033393056374483115
ImplicitALSRecommender,506,76,0.0094862395900928,60,0.029393402035242707
ImplicitALSRecommender,113,33,0.003048398673481542,26,0.01895676209250408
ImplicitALSRecommender,173,54,0.0013487827044606107,73,0.02166299493780545
ImplicitALSRecommender,425,43,0.0005674659602136924,42,0.02949191290717817
ImplicitALSRecommender,331,48,0.007534533327805619,13,0.0224996528725044
ImplicitALSRecommender,431,35,0.007411354721361283,36,0.029884831897398923
ImplicitALSRecommender,648,40,0.0025483228661124834,11,0.024236825533720665
ImplicitALSRecommender,145,54,0.0015104102444955757,19,0.017735296217092515
ImplicitALSRecommender,459,63,0.007753024326452146,75,0.030360807252324498
ImplicitALSRecommender,293,78,0.009956120210356533,20,0.021255298583426386
ImplicitALSRecommender,387,80,0.007882798112134935,53,0.027319041458756837
ImplicitALSRecommender,600,92,0.007646363597352085,51,0.028714540437419788
ImplicitALSRecommender,377,83,0.002880816262843471,95,0.028790238677043296
ImplicitALSRecommender,490,35,0.00012484204619808925,22,0.029511410716363595
ImplicitALSRecommender,306,4,0.009792766106535414,63,0.03617857851779488
ImplicitALSRecommender,129,55,0.008826391030239907,23,0.017347608584902963
ImplicitALSRecommender,418,81,0.0005727298343492313,29,0.02550678169787385
ImplicitALSRecommender,494,18,0.0022522970367745802,15,0.03150833252662861
ImplicitALSRecommender,102,92,0.0021163049466275,75,0.014227920002268551
ImplicitALSRecommender,564,83,0.0026676426736190256,26,0.025045175465615205
ImplicitALSRecommender,475,66,0.005387888838348804,15,0.021869834033944113
ImplicitALSRecommender,556,66,0.003394067813447489,17,0.023616672484718982
ImplicitALSRecommender,694,55,0.007089132125962763,64,0.03199486349089006
ImplicitALSRecommender,196,69,0.008352066384217639,58,0.02171445292217783
ImplicitALSRecommender,223,52,0.009909833882247485,22,0.02168153203497866
ImplicitALSRecommender,129,17,0.009232957641811604,29,0.024542006827166642
ImplicitALSRecommender,214,26,0.00027741771767661976,80,0.026559262486078188
ImplicitALSRecommender,424,86,0.006927687475506488,28,0.023889776264106266
ImplicitALSRecommender,588,54,0.0069834695085761265,81,0.03194441755428629
ImplicitALSRecommender,459,77,0.005986183902701804,23,0.024233012020389532
ImplicitALSRecommender,545,95,0.005915981806809788,33,0.026082348420178664
ImplicitALSRecommender,593,53,0.0076954964430637094,62,0.031756685137760775
ImplicitALSRecommender,450,94,0.0033374570954708927,98,0.02970449916347163
ImplicitALSRecommender,146,57,0.004271129825886292,40,0.019329440127351754
ImplicitALSRecommender,658,37,0.007327627790923017,49,0.032501515627093185
ImplicitALSRecommender,128,38,0.00044798692993624096,53,0.02001634188244795
ImplicitALSRecommender,79,66,0.006740957588265225,17,0.01316781218740191
ImplicitALSRecommender,549,1,0.005885696290123615,90,0.03265771811096146
ImplicitALSRecommender,334,63,0.009578485594212779,19,0.022975043977631213
ImplicitALSRecommender,345,50,0.006540412487846345,40,0.02786812626444854
ImplicitALSRecommender,635,44,0.005449472541656696,84,0.033244686260302615
ImplicitALSRecommender,75,22,0.00870892708943932,51,0.01869313831612851
ImplicitALSRecommender,342,100,0.00824841236554871,51,0.02504376251003482
ImplicitALSRecommender,166,61,0.006798858286191162,38,0.019921893868946133
ImplicitALSRecommender,258,49,0.00986996666720145,53,0.024608572191274034
ImplicitALSRecommender,145,2,0.0068126415129997255,84,0.036928127007594735
ImplicitALSRecommender,606,83,0.008253729369575163,66,0.030661216764986843
ImplicitALSRecommender,548,63,0.004263019694445737,55,0.03062521573240484
ImplicitALSRecommender,251,63,0.0031677688980765333,50,0.02417328897923976
ImplicitALSRecommender,125,91,0.00898501728799959,30,0.015636472930411194
ImplicitALSRecommender,105,18,0.007394678440891195,94,0.023196169081402828
ImplicitALSRecommender,281,2,0.0030706640284565035,49,0.03669565425710309
ImplicitALSRecommender,266,60,0.003646238886641216,90,0.025765834147371717
ImplicitALSRecommender,594,16,0.0067140777022307065,36,0.033769450140268824
ImplicitALSRecommender,625,37,0.0063297211089538745,47,0.03264421191791363
ImplicitALSRecommender,356,58,0.0038538024566889934,84,0.02859472278202639
ImplicitALSRecommender,448,46,0.004742159479439699,49,0.029984467266854983
ImplicitALSRecommender,504,89,0.001825507351932042,10,0.01589702145052356
ImplicitALSRecommender,523,18,0.008140056987157352,42,0.03348979738510325
